0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.165254400983809141e-02,3.118994114570874856e-03,-2.165254400983812610e-02,3.118994114572984280e-03
-3.510128787940952622e-02,5.121469122477432731e-03,-2.140111871138636601e-01,3.078730666385085663e-02
-4.364054127865843458e-02,6.330814121549144594e-03,-4.672698925653122615e-01,6.711992037286297619e-02
-5.120501517157136084e-02,7.408667759010209575e-03,-6.991509994177859122e-01,1.003529315908764513e-01
-6.013286318523169277e-02,8.863238550510285640e-03,-9.745750660487451089e-01,1.398095744375136840e-01
-7.009115034711163594e-02,1.005656987422436956e-02,-1.287646180624992809e+00,1.846533772871897516e-01
-8.103415023424118124e-02,1.174653896219568332e-02,-1.626858403347600568e+00,2.332440434744355862e-01
-9.396075883895192715e-02,1.347083527956505905e-02,-2.028919045388315912e+00,2.908377893248095258e-01
-1.075030537606793679e-01,1.550078050094054298e-02,-2.449047220263022684e+00,3.509842247230868795e-01
-1.224058063029275362e-01,1.755228101265672233e-02,-2.911678290193100427e+00,4.171660587947079168e-01
-1.419874436470910106e-01,2.051157836302221205e-02,-3.522115500692033496e+00,5.044507341357511443e-01
-1.633533299624675972e-01,2.350060126135287975e-02,-4.184919855912887954e+00,5.991806780189360415e-01
-1.850014564472428624e-01,2.676352317359195418e-02,-4.855986740900774201e+00,6.951031090402410850e-01
-2.104191460565413285e-01,3.024711967503475665e-02,-5.647859450524080671e+00,8.083346135813326283e-01
-2.361417457446426948e-01,3.386348656828163523e-02,-6.445202810478548372e+00,9.223942621029589395e-01
-2.667237087784552485e-01,3.816109218606595493e-02,-7.397078610989240133e+00,1.058635730294898991e+00
-2.994782132941088970e-01,4.294938290471409653e-02,-8.413070375817355284e+00,1.204109844308456134e+00
-3.348336237302392271e-01,4.812861566168783606e-02,-9.508933639666819815e+00,1.361024218567824517e+00
-3.692311859062695212e-01,5.291844992411293830e-02,-1.057601312552985817e+01,1.513775071661998206e+00
-4.063507109977226306e-01,5.823645841286469865e-02,-1.172751118146066140e+01,1.678583811024994654e+00
-4.452649525457654800e-01,6.387049462079984197e-02,-1.293273785889650362e+01,1.851066020836014792e+00
-4.863249624497735790e-01,6.960455793668945956e-02,-1.420946241531454746e+01,2.033775386760853898e+00
-5.267288612729538189e-01,7.544161864059355238e-02,-1.545823111826198648e+01,2.212537556818917839e+00
-5.808445003273582374e-01,8.311226226640970605e-02,-1.714947120651272172e+01,2.454708546933626501e+00
-6.310087471217667998e-01,9.039051574196620142e-02,-1.869854041438192027e+01,2.676536053777465618e+00
-6.801931834926847609e-01,9.752354089145720550e-02,-2.021934217026623415e+01,2.894307054497885279e+00
-7.399627774289642135e-01,1.059643993672763768e-01,-2.208180947163421237e+01,3.160964762339228962e+00
-7.930561320321157792e-01,1.137540616148306760e-01,-2.371880539674180355e+01,3.395319704546412964e+00
-8.579311106330714809e-01,1.228169864094235536e-01,-2.573990069096952027e+01,3.684685058133010838e+00
-9.228070908006774653e-01,1.321743152832106361e-01,-2.774863384226176422e+01,3.972329540251496649e+00
-9.856858138743666009e-01,1.411592631196479930e-01,-2.969484340398334865e+01,4.251041396571313413e+00
-1.048666377852111475e+00,1.502644327809415092e-01,-3.164444903945550536e+01,4.530249678254706147e+00
-1.128555187545536853e+00,1.618915196471692464e-01,-3.413495268172202657e+01,4.886900758719713522e+00
-1.209927742810392282e+00,1.733674248829562836e-01,-3.665569814464079457e+01,5.247839458043374705e+00
-1.292845600869612754e+00,1.851861286646756533e-01,-3.922660497261736623e+01,5.615986119418139744e+00
-1.371970808118056828e+00,1.965652965235983873e-01,-4.167385011305548659e+01,5.966478733641746857e+00
-1.463108497985733836e+00,2.095740285590291241e-01,-4.450730758792894903e+01,6.372336955580973239e+00
-1.558538225483025119e+00,2.233772996376287567e-01,-4.746584490139017731e+01,6.796065857418997602e+00
-1.666499827574504877e+00,2.386659875480407755e-01,-5.082312827398771304e+01,7.276893808955616549e+00
-1.753930131199775921e+00,2.513383305105411081e-01,-5.351003659873752127e+01,7.661840447594646442e+00
